"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
406,"SHIP CONSTRUCTION","DLR","Rockville Drive (Glenamuck Cottages)",13,"*N/A","","Stage 2 approved Q4-2016, full design/tender being prepared.","","","",""
407,"SHIP CONSTRUCTION","DLR","132 Pottery Road, Dun Laoghaire",4,"*N/A","","","","","","Q3-2018"
408,"SHIP CONSTRUCTION","DLR","Temple Road",3,"*N/A","","","","","","Q2-2018"
409,"SHIP CONSTRUCTION","DLR","Assistant Harbour Master House",2,"*N/A","","","","","","Q3-2017"
410,"SHIP CONSTRUCTION","DLR","The Brambles Park Close Sallynoggin",10,"*N/A","","","","","","Q2-2018"
411,"SHIP CONSTRUCTION","DLR","49 The Mews Sallynoggin Park",4,"*N/A","","","","","","Q4-2017"
412,"SHIP CONSTRUCTION","DLR","Shanganagh Park Lodge",1,"*N/A","","","","","","Q2-2016"
413,"SHIP CONSTRUCTION","DLR","Rosemount Court",44,"*N/A","","","","","","Q4-2018"
414,"SHIP CONSTRUCTION","DLR","Broadford Rise",21,"*N/A","","","","","Q3-2017",""
415,"SHIP CONSTRUCTION","DLR","Fitzgerald Park",33,"*N/A","","","","","","Q4-2018"
416,"SHIP CONSTRUCTION","DLR","Rochestown House (Phase 3)",14,"*N/A","","","","","","Q3-2018"
417,"SHIP CONSTRUCTION","DLR","St Michael's Terrace",4,"*N/A","","","","","","Q3-2017"
418,"SHIP CONSTRUCTION","DLR","Clontibret House",4,"*N/A","","","","","","Q4-2016"
419,"SHIP CONSTRUCTION","DLR","Cromlech Close",15,"*N/A","","","","","","Q3-2016"
420,"SHIP CONSTRUCTION","DLR","Rochestown House (Phase 2)",34,"*N/A","","","","","","Q3-2016"
421,"SHIP CONSTRUCTION","DLR","Ballyogan Avenue, Ballyogan",2,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
422,"SHIP CONSTRUCTION","DLR","St. Laurence�s Park, Stillorgan",89,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
423,"SHIP CONSTRUCTION","DLR","Fitzgerald Park - Phase 2",17,"*N/A","","","","","","Q1-2019"
424,"SHIP CONSTRUCTION","DLR","Ballyogan Court, Ballyogan",67,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
425,"SHIP CONSTRUCTION","DLR","Moyola Court, Churchtown Lower, Dublin 14",4,"*N/A","Stage 1 approved Q4-2019, outline design and costs being prepared.","","","","",""
426,"SHIP CONSTRUCTION TURNKEY","DLR","Hazelbrook, Nutgrove, Churchtown",28,"*N/A","","","","","","Q4-2017"
427,"SHIP CONSTRUCTION TURNKEY","DLR","Dunedin Terrace, Monkstown",14,"*N/A","","","","","","Q4-2018"
428,"SHIP CONSTRUCTION RAPID","DLR","George's Place",12,"*N/A","","","","","","Q2-2018"
429,"CALF Construction","Donegal","Post Tender - Ernedale Ballyshannon (Phase 1)",11,"Cluid Housing","","","","","","Q4-2018"
430,"CALF Construction","Donegal","Raphoe Road, Castlefinn, Co. Donegal (Phase 1)",10,"Habinteg Housing Association (Ireland) Ltd","","","","Q2-2018","",""
431,"CALF Turnkey","Donegal","Ballaghderg, Letterkenny, Co Donegal  (Phase 1)*",33,"Respond","","","","","Q4-2017",""
432,"CALF Turnkey","Donegal","Forge Road, Donegal (Phase 1)",4,"Cluid Housing","","","","","","Q3-2016"
433,"CAS CONSTRUCTION","Donegal","Glenrowan House, Drumkeen, Stranorlar",5,"Apex Housing Association","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
434,"CAS CONSTRUCTION","Donegal","Cois Locha, Meenmore, Dungloe",15,"County Donegal Parents and Friends Housing Association Ltd","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
435,"CAS CONSTRUCTION","Donegal","Railway Park, Drumrooske, Donegal Town",10,"Oaklee Housing Trust","","","","","Q2-2019",""
436,"CAS CONSTRUCTION","Donegal","Dunshenny House, Derry Road, Carndonagh",5,"Apex Housing Association","","","","","","Q2-2018"
437,"CAS CONSTRUCTION","Donegal","Raphoe Road, Castlefinn",20,"Habinteg Housing Association (Ireland) Ltd","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
438,"SHIP CONSTRUCTION","Donegal","Meadow Hill, Raphoe",11,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
439,"SHIP CONSTRUCTION","Donegal","Cois Abhainn, St Johnston (Phase 2)",6,"*N/A","","","","","Q1-2019",""
440,"SHIP CONSTRUCTION","Donegal","Long Lane, Letterkenny",29,"*N/A","","","","","Q4-2019",""
441,"SHIP CONSTRUCTION","Donegal","Rockytown, Buncrana (Phase 1)",21,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
442,"SHIP CONSTRUCTION","Donegal","Manorcunningham (Phase 2)",8,"*N/A","","","","","","Q4-2018"
443,"SHIP CONSTRUCTION","Donegal","Abbots Wood, Carndonagh (Ph 2)",4,"*N/A","","","","","","Q4-2018"
444,"SHIP CONSTRUCTION","Donegal","Ardara (Phase 3)",8,"*N/A","","","","","","Q2-2017"
445,"SHIP CONSTRUCTION","Donegal","Newtoncunningham",7,"*N/A","","","","","","Q4-2018"
446,"SHIP CONSTRUCTION","Donegal","Railway Park, Drumrooske, Donegal Town",24,"*N/A","","","","","Q2-2019",""
447,"SHIP CONSTRUCTION","Donegal","Ard Connell, Ardara (SRD)",1,"*N/A","","","","","","Q1-2017"
448,"SHIP CONSTRUCTION","Donegal","Manorcunningham (Phase 1)",2,"*N/A","","","","","","Q2-2017"
449,"SHIP CONSTRUCTION","Donegal","Emerald Drive, Killybegs (Phase 6)",9,"*N/A","","","","","","Q4-2019"
450,"SHIP CONSTRUCTION","Donegal","Radharc na Tra Breige, Malin (Phase 3)",8,"*N/A","","","","","","Q4-2019"
451,"SHIP CONSTRUCTION","Donegal","Figart, Dunfanaghy",8,"*N/A","","","","","","Q4-2019"
452,"SHIP CONSTRUCTION TURNKEY","Donegal","Crievesmith, Letterkenny (Phase 2)",8,"*N/A","","","","","","Q1-2019"
453,"SHIP CONSTRUCTION TURNKEY","Donegal","Crievesmith, Letterkenny (Phase 3)",10,"*N/A","","","","","","Q2-2019"
454,"SHIP CONSTRUCTION TURNKEY","Donegal","Drumrooske West",36,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
455,"SHIP CONSTRUCTION TURNKEY","Donegal","Brookfield",38,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
456,"SHIP CONSTRUCTION TURNKEY","Donegal","Convent Road, Carndonagh",57,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
457,"SHIP CONSTRUCTION TURNKEY","Donegal","Donegal Road, Ballybofey",14,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
458,"SHIP CONSTRUCTION TURNKEY","Donegal","Admiran, Stranorlar",52,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
459,"SHIP CONSTRUCTION TURNKEY","Donegal","Gleann Na Greine, Mullindrait, Stranorlar",21,"*N/A","","","","","","Q2-2018"
460,"SHIP CONSTRUCTION TURNKEY","Donegal","Crievesmith, Letterkenny",18,"*N/A","","","","","","Q4-2018"
461,"SHIP CONSTRUCTION TURNKEY","Donegal","Radharc an Chuain, Ramelton",18,"*N/A","","","","","Q4-2019",""
462,"SHIP CONSTRUCTION TURNKEY","Donegal","Carnamuggagh, Letterkenny",30,"*N/A","","","","","Q1-2019",""
463,"SHIP CONSTRUCTION TURNKEY","Donegal","Heathhill, Newtowncunningham",9,"*N/A","","","","","Q2-2019",""
464,"SHIP CONSTRUCTION TURNKEY","Donegal","Heathhill, Newtowncunningham",10,"*N/A","","","","","","Q4-2019"
465,"SHIP CONSTRUCTION TURNKEY","Donegal","St�isi�n an Ch�irt, Falcarragh Phase 1",6,"*N/A","","","","","","Q4-2019"
466,"SHIP CONSTRUCTION RAPID","Dublin City","Bunratty Road",78,"*N/A","","","","","Q4-2019",""
467,"CALF Construction","Dublin City","3 units, Block A Jamestown Court, Dublin 8 (Phase 1)",3,"ALONE","","","","","Q2-2019",""
468,"CALF Construction","Dublin City","Annamore Court, Ballyfermot (Phase 1)",70,"The Iveagh Trust","","","","","","Q2-2017"
469,"CALF Construction","Dublin City","Ballygall Road East Phase 2 (Phase 1)",11,"Fold Housing Association Ireland Ltd","","","","","","Q1-2016"
470,"CALF Construction","Dublin City","Bethany House, Gilford Road, Sandymount, Dublin 4 (Phase 1)",62,"Cluid Housing","","","","Q2-2018","",""
471,"CALF Construction","Dublin City","Block A, Jamestown Court, Dublin 8 (Phase 1)",9,"ALONE","","","","","Q2-2019",""
472,"CALF Construction","Dublin City","Broome Lodge,\nDunmanus Court, Cabra (Phase 1)",33,"Cluid Housing","","","","","","Q4-2017"
473,"CALF Construction","Dublin City","Harolds Cross, Dublin 6 (Phase 1)",28,"Focus Housing Association CLG","","","","","","Q4-2016"
474,"CALF Construction","Dublin City","North King Street, Dublin 7  (Phase 1)",30,"Co-operative Housing Ireland","","","","","Q4-2019",""
475,"CALF Construction","Dublin City","Orchard Lawns, Ballyfermot (Phase 1)",36,"Co-operative Housing Ireland","","","","","","Q3-2018"
476,"CALF Construction","Dublin City","Orchard Lawns, Ballyfermot (Phase 2)",36,"Co-operative Housing Ireland","","","","","","Q4-2018"
477,"CALF Construction","Dublin City","Post Tender Johns Lane West Dublin 8 (Phase 1)",31,"Focus Housing Association CLG","","","","","","Q4-2018"
478,"CALF Construction","Dublin City","Revised - Dominic Place, Dublin (Phase 1)",9,"The Paddy McGrath Housing Project","","","","","Q2-2019",""
479,"CALF Construction","Dublin City","Richmond Road, Dublin 9 (Phase 1)",40,"Co-operative Housing Ireland","","","","","","Q4-2018"
480,"CALF Construction","Dublin City","Post Tender - Wad River Close Phase 2, Ballymun, Dublin 9  (Phase 1)",9,"Cluid Housing","","","","","","Q4-2019"
481,"CALF Construction","Dublin City","POST TENDER Dolphin Park, Rialto, Dublin 8 (Phase 1)",43,"Fold Housing Association Ireland Ltd","","","","","","Q4-2019"
482,"CALF Construction","Dublin City","POST TENDER, Poplar Row, Ballybough, Dublin 3 (Phase 1)",29,"Oaklee Housing","","","","","","Q4-2019"
483,"CALF Construction","Dublin City","Revised - St Mary�s Mansions, Dublin 1 (Phase 1)",80,"Cluid Housing","","","","","","Q4-2019"
484,"CALF Construction","Dublin City","Revised Post Tender - Raleigh Square, Crumlin (Phase 1)",33,"T�ath Housing Association Ltd","","","","","","Q4-2019"
485,"CALF Turnkey","Dublin City","Canal Meadows, Bluebell, Dublin 12 (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q1-2019"
486,"CALF Turnkey","Dublin City","9 units Dorset Street, Dublin 1 (Phase 1)",9,"Clanmil Housing Association Ireland","","","","","Q2-2019",""
487,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 1)",14,"T�ath Housing Association Ltd","","","","","","Q4-2016"
488,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 2)",21,"T�ath Housing Association Ltd","","","","","","Q1-2017"
489,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 3)",10,"T�ath Housing Association Ltd","","","","","","Q2-2017"
490,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 4)",3,"T�ath Housing Association Ltd","","","","","","Q3-2017"
491,"CALF Turnkey","Dublin City","An Riasc, Finglas, Phase 1,2,3 and 4 (Phase 5)",1,"T�ath Housing Association Ltd","","","","","","Q4-2018"
492,"CALF Turnkey","Dublin City","Aughrim Street, Stoneybatter, Dublin 7 (Phase 1)",4,"Clanmil Housing Association Ireland","","","","","Q3-2019",""
493,"CALF Turnkey","Dublin City","Balfe Road, Crumlin, Dublin 12 (Phase 1)*",16,"Respond","","","","","","Q4-2018"
494,"CALF Turnkey","Dublin City","Block A Northbank, Castleforbes, Dublin 1  (Phase 1)*",26,"T�ath Housing Association Ltd","","","","","","Q2-2018"
495,"CALF Turnkey","Dublin City","Bluebell Avenue, Bluebell, Dublin 12 (Phase 1)*",52,"Respond","","","","","Q4-2019",""
496,"CALF Turnkey","Dublin City","Bluebell Avenue, Dublin 12 (Phase 1)",7,"T�ath Housing Association Ltd","","","","","","Q4-2018"
497,"CALF Turnkey","Dublin City","Bow Lane West, Dublin 8 (Phase 1)",16,"Oaklee Housing","","","","Q2-2019","",""
498,"CALF Turnkey","Dublin City","Camac Park, Bluebell, Dublin 12 (Phase 1)",5,"T�ath Housing Association Ltd","","","","","Q2-2019",""
499,"CALF Turnkey","Dublin City","Clongriffin, Dublin 13 (Phase 1)*",84,"The Iveagh Trust","","","","","","Q2-2019"
500,"CALF Turnkey","Dublin City","Chanel College, Coolock Village, Malahide Road, Dublin 5  (Phase 1)*",16,"Respond","","","","","","Q4-2017"
501,"CALF Turnkey","Dublin City","Chanel Manor Apartments, Coolock, Dublin 5. (Phase 1)*",65,"Respond","","","","","Q2-2019",""
502,"CALF Turnkey","Dublin City","Crumlin Village, Dublin 12 (Phase 1)",3,"Cluid Housing","","","","","","Q2-2017"
503,"CALF Turnkey","Dublin City","Crumlin Village, Dublin 12 (Phase 2)",2,"Cluid Housing","","","","","","Q3-2017"
504,"CALF Turnkey","Dublin City","Lough Conn Road, Ballyfermot, Dublin 10 (Phase 1)",1,"T�ath Housing Association Ltd","","","","","","Q4-2019"
505,"CALF Turnkey","Dublin City","Lough Conn Road, Ballyfermot, Dublin 10 (Phase 2)",4,"T�ath Housing Association Ltd","","","","","Q4-2019",""
506,"CALF Turnkey","Dublin City","Merville Court, Merville Avenue, Fairview (Phase 1)",5,"Co-operative Housing Ireland","","","","","","Q1-2017"
507,"CALF Turnkey","Dublin City","Millrose House, Bluebell Avenue, Dublin 12 (Phase 1)",8,"Cluid Housing","","","","","","Q4-2017"
508,"CALF Turnkey","Dublin City","Mountjoy Square North, Dublin 1 (Phase 1)",31,"Respond","","","","","","Q4-2019"
509,"CALF Turnkey","Dublin City","Old School House Lane, Magenta Crescent, Santry, Dublin 9 (Phase 1)",8,"T�ath Housing Association Ltd","","","","","","Q4-2019"
510,"CALF Turnkey","Dublin City","Park West Campus, Kileen Road, Dublin 12 (Phase 1)",8,"T�ath Housing Association Ltd","","","","","Q1-2019",""
511,"CALF Turnkey","Dublin City","Park West Campus, Kileen Road, Dublin 12 (Phase 2)",9,"T�ath Housing Association Ltd","","","","","Q1-2019",""
512,"CALF Turnkey","Dublin City","Park West Campus, Kileen Road, Dublin 12 (Phase 3)",41,"T�ath Housing Association Ltd","","","","","Q1-2019",""
513,"CALF Turnkey","Dublin City","Park West Campus, Kileen Road, Dublin 12 (Phase 4)",43,"T�ath Housing Association Ltd","","","","","Q1-2019",""
514,"CALF Turnkey","Dublin City","Ravensdale Court, Kimmage, Dublin 12. (Phase 1)",12,"T�ath Housing Association Ltd","","","","Q3-2019","",""
515,"CALF Turnkey","Dublin City","St Agnes Convent, Armagh Road, Crumlin, Dublin 12 (Phase 1)",6,"Fold Housing Association Ireland Ltd","","","","","Q1-2018",""
516,"CALF Turnkey","Dublin City","St Agnes Convent, Armagh Road, Crumlin, Dublin 12 (Phase 2)",53,"Fold Housing Association Ireland Ltd","","","","Q4-2019","",""
517,"CALF Turnkey","Dublin City","Stormanstown Hall, Ballymun Road, (revised) (Phase 1)",42,"Oaklee Housing","","","","","","Q3-2018"
518,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 1)",28,"T�ath Housing Association Ltd","","","","","","Q2-2016"
519,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 2)",18,"T�ath Housing Association Ltd","","","","","","Q4-2016"
520,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 3)",14,"T�ath Housing Association Ltd","","","","","","Q1-2017"
521,"CALF Turnkey","Dublin City","Thornwood, Beaumont (Phase 4)",8,"T�ath Housing Association Ltd","","","","","","Q1-2017"
522,"CALF Turnkey","Dublin City","Tonlegee Road, Dublin 5  (Phase 1)",47,"Fold Housing Association Ireland Ltd","","","","","","Q4-2018"
523,"CALF Turnkey","Dublin City","Tramyard Exchange, 27  Carman's Hall, Meath Street, Dublin 8 (Phase 1)",15,"Cluid Housing","","","","","Q4-2019",""
524,"CALF Turnkey","Dublin City","St Agnes Convent, Armagh Road, Crumlin, Dublin 12 (Phase 1)",44,"Fold Housing Association Ireland Ltd","","","","","","Q4-2019"
525,"CALF Turnkey","Dublin City","Sundrive Mews, Kimmage, Dublin 12 (Phase 1)",9,"Cluid Housing","","","","","","Q4-2019"
526,"CAS CONSTRUCTION","Dublin City","1 - 2 Rafter's Lane, Dublin 12",11,"Walkinston Housing Association Ltd (WALK)","","","","","","Q4-2019"
527,"CAS CONSTRUCTION","Dublin City","Beech Hill",19,"Royal Hospital Donnybrook Voluntary Housing Association Ltd","","","","","","Q4-2018"
528,"CAS CONSTRUCTION","Dublin City","Ellis Court, Dublin",22,"T�ath Housing Association Ltd","","","","","Q3-2019",""
529,"CAS CONSTRUCTION","Dublin City","Martanna House, High Park, Grace Park Road,Dublin 9",8,"Respond","","","","","","Q4-2018"
530,"CAS CONSTRUCTION","Dublin City","180-187 Townsend Street",18,"Peter McVerry Trust Ltd","","","Stage 3 approved Q4-2018, the scheme is now approved to proceed to tender.","","",""
531,"CAS CONSTRUCTION","Dublin City","Old Kilmainham Road, Dublin 8",11,"Arlington Novas Ireland Ltd","Stage 1 approved Q1-2017, outline design and costs being prepared.","","","","",""
532,"CAS CONSTRUCTION","Dublin City","26 New Street South, Dublin 8",8,"Peter McVerry Trust Ltd","","","","","Q4-2019",""
533,"CAS CONSTRUCTION","Dublin City","Broome Lodge, Dunmanus, Dublin 7",10,"Cluid Housing Association","","","","","","Q4-2017"
534,"CAS CONSTRUCTION","Dublin City","St Agatha's Court, North William Street, Dublin 1",11,"Peter McVerry Trust Ltd","","","","","","Q2-2017"
535,"CAS CONSTRUCTION","Dublin City","55B Arbour Hill, Dublin 7",14,"Simon Community : Dublin Simon","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
536,"CAS CONSTRUCTION","Dublin City","St. Michael's Estate, Inchicore, Dublin 8 - Housing Pilot Project ",52,"Circle Voluntary Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
537,"CAS CONSTRUCTION","Dublin City","Shaw Street, Dublin 2",12,"Peter McVerry Trust Ltd","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
538,"CAS CONSTRUCTION SINGLE STAGE","Dublin City","13A Casement Drive / 307A Casement Road, Finglas, Dublin 11",4,"Arlington Novas Ireland Ltd","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
539,"CAS CONSTRUCTION TURNKEY","Dublin City","61 & 63 Rathoath Avenue, Finglas, Dublin 11",6,"Arlington Novas Ireland Ltd","","","","","Q3-2019",""
540,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Dublin City","Ayrfield, Malahide Road",150,"*N/A","","","","","Q1-2019",""
541,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Dublin City","Scribblestown",70,"*N/A","","","","","Q1-2019",""
542,"REGENERATION","Dublin City","St. Teresa's Gardens",54,"*N/A","","","","","Q4-2018",""
543,"REGENERATION","Dublin City","Dolphin House, Dublin 8",100,"*N/A","","","","","","Q3-2018"
544,"REGENERATION","Dublin City","Sackville Avenue Cottages",11,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
545,"REGENERATION","Dublin City","Charlemont",79,"*N/A","","","","","","Q4-2017"
546,"REGENERATION","Dublin City","Maxwell Road",9,"*N/A","","","","","","Q2-2016"
547,"REGENERATION","Dublin City","Buttercup, Darndale",19,"*N/A","","","","","","Q4-2017"
548,"REGENERATION","Dublin City","Buttercup, Darndale",9,"*N/A","","","","","","Q1-2018"
549,"REGENERATION","Dublin City","Buttercup, Darndale",7,"*N/A","","","","","","Q2-2018"
550,"REGENERATION","Dublin City","St. Bricins Park",11,"*N/A","","","","","","Q4-2018"
551,"REGENERATION","Dublin City","Dolphin House, Dublin 8",35,"*N/A","Stage 1 approved Q4-2019, outline design and costs being prepared.","","","","",""
552,"SHIP CONSTRUCTION","Dublin City","Ballybough Road, Dublin 1 - Phase 2",2,"*N/A","","","","","","Q4-2019"
553,"SHIP CONSTRUCTION RAPID","Dublin City","Springvale Chapelizod Dublin 8",71,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
554,"SHIP CONSTRUCTION RAPID","Dublin City","Bonham Street Dublin  8",57,"*N/A","","","","","Q4-2019",""
555,"SHIP CONSTRUCTION RAPID","Dublin City","Cork Street / Chamber Street Dublin 8",55,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
556,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Cherry Orchard",53,"*N/A","","","","","","Q4-2018"
557,"SHIP CONSTRUCTION","Dublin City","Priory Hall Phase 2",24,"*N/A","","","","","","Q4-2019"
558,"SHIP CONSTRUCTION","Dublin City","Hampton Wood",25,"*N/A","","","","","","Q4-2016"
559,"SHIP CONSTRUCTION","Dublin City","Cornamona, Ballyfermot, Dublin 12",61,"*N/A","","","","","Q2-2019",""
560,"SHIP CONSTRUCTION","Dublin City","Infirmary Road, Dublin 7",38,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
561,"SHIP CONSTRUCTION","Dublin City","North King Street, - Sean Foster Place, Dublin 7",30,"*N/A","","","","","Q1-2019",""
562,"SHIP CONSTRUCTION","Dublin City","Ballybough Road, Dublin 1",5,"*N/A","","","","","","Q4-2018"
563,"SHIP CONSTRUCTION","Dublin City","St. Finbar's Court, Kilkieran Road, Dublin 7",46,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
564,"SHIP CONSTRUCTION","Dublin City","Dominick Street (East side)",72,"*N/A","","","","","Q1-2019",""
565,"SHIP CONSTRUCTION","Dublin City","O'Devaney Gardens",56,"*N/A","","","","","Q3-2018",""
566,"SHIP CONSTRUCTION","Dublin City","Priory Hall",9,"*N/A","","","","","","Q1-2017"
567,"SHIP CONSTRUCTION","Dublin City","Glin Court, Coolock, Dublin 17",25,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
568,"SHIP CONSTRUCTION TURNKEY","Dublin City","Hampton Wood, Finglas",45,"*N/A","","","","","","Q4-2019"
569,"SHIP CONSTRUCTION TURNKEY","Dublin City","Prospect Hill",58,"*N/A","","","","","","Q4-2017"
570,"SHIP CONSTRUCTION TURNKEY","Dublin City","Parkside, Balgriffin, Dublin 13",16,"*N/A","","","","","","Q4-2018"
571,"SHIP CONSTRUCTION TURNKEY","Dublin City","Hampton Wood, Finglas",47,"*N/A","","","","","","Q4-2018"
572,"SHIP CONSTRUCTION RAPID","Dublin City","St Helena's Drive, Finglas",39,"*N/A","","","","","","Q3-2017"
573,"SHIP CONSTRUCTION RAPID","Dublin City","Belcamp H, Dublin 17",38,"*N/A","","","","","","Q4-2017"
574,"SHIP CONSTRUCTION RAPID","Dublin City","Mourne Road, Drimnagh",29,"*N/A","","","","","","Q4-2017"
575,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot",24,"*N/A","","","","","","Q4-2017"
576,"SHIP CONSTRUCTION RAPID","Dublin City","Poppintree, Ballymun",22,"*N/A","","","","","","Q2-2016"
577,"SHIP CONSTRUCTION RAPID","Dublin City","Cherry Orchard, Ballyfermot - Rathvilly & Woodbank Drive Finglas - Cherry Orchard site Ph 2",19,"*N/A","","","","","","Q4-2019"
