"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
2002,"SHIP CONSTRUCTION","South Dublin","St. Catherine�s, Knockmore Avenue, Killinarden, Tallaght",12,"*N/A","","","","","Q4-2020",""
2003,"SHIP CONSTRUCTION","South Dublin","Homeville, Knocklyon, Dublin 16",16,"*N/A","","","","","Q4-2020",""
2004,"SHIP CONSTRUCTION","South Dublin","Killinarden, Tallaght",9,"*N/A","","","","","","Q1-2019"
2005,"SHIP CONSTRUCTION","South Dublin","Nangor Road, Clondalkin, Dublin 22",93,"*N/A","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
2006,"CAS CONSTRUCTION","South Dublin","Collinstown Grove, Clondalkin",4,"T�ath Housing Association Ltd","","","","","","Q1-2020"
2007,"CAS CONSTRUCTION","South Dublin","Old Nangor Road, Clondalkin",10,"Simon Community : Dublin Simon","","","","","Q4-2019",""
2008,"CALF Turnkey","South Dublin","2 properties Tullyhall, Lucan, County Dublin (Phase 1)*",2,"T�ath Housing Association","","","","","","Q2-2019"
2009,"CALF Turnkey","South Dublin","6 units Elder Heath, Kiltipper Road, Tallaght, Dublin 24 (Phase 1)*",6,"Cluid Housing","","","","","","Q4-2019"
2010,"CALF Turnkey","South Dublin","Ardsolus, Old Naas Road, Dublin 22 (Phase 1)",10,"Respond","","","","","","Q3-2019"
2011,"CALF Turnkey","South Dublin","Aylmer Heath, Newcastle, Co. Dublin (Phase 1)",32,"Respond","","","","","","Q4-2020"
2012,"CALF Turnkey","South Dublin","Ballynakelly, Newcastle, Co. Dublin (Phase 1)",6,"T�ath Housing Association","","","","","","Q4-2018"
2013,"CALF Turnkey","South Dublin","Ballynakelly, Newcastle, Co. Dublin (Phase 2)",4,"T�ath Housing Association","","","","","","Q1-2019"
2014,"CALF Turnkey","South Dublin","Balrothery, Castletymon Road, Dublin Road (Phase 1)*",13,"Cluid Housing","","","","","","Q4-2019"
2015,"CALF Turnkey","South Dublin","Broadfield Grove, Rathcoole, Co. Dublin (Phase 1)*",14,"Oaklee Housing","","","","","","Q3-2017"
2016,"CALF Turnkey","South Dublin","Burgage Gardens, Newcastle, Co. Dublin (Phase 1)*",4,"Respond","","","","","","Q2-2020"
2017,"CALF Turnkey","South Dublin","Burgage, Newcastle, Co. Dublin (Phase 1)",10,"Respond","","","","","","Q4-2019"
2018,"CALF Turnkey","South Dublin","Burgage, Newcastle, Co. Dublin (Phase 2)",26,"Respond","","","","","","Q2-2020"
2019,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 1)",45,"T�ath Housing Association","","","","","","Q4-2020"
2020,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 2)",15,"T�ath Housing Association","","","","","","Q4-2020"
2021,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 3)*",23,"T�ath Housing Association","","","","","","Q4-2020"
2022,"CALF Turnkey","South Dublin","Cuil Duin Green, Cuil Duin, Citywest, Dublin 24 (Phase 1)*",24,"Fold Housing Association Ireland Ltd","","","","","","Q4-2020"
2023,"CALF Turnkey","South Dublin","De Selby Heights, Tallaght, Dublin 24 (Phase 1)",9,"T�ath Housing Association","","","","","","Q4-2019"
2024,"CALF Turnkey","South Dublin","Dodderbrook (Apartments), Oldcourt Road, Ballycullen, Dublin 24 (Phase 1)*",6,"Cluid Housing","","","","","","Q1-2018"
2025,"CALF Turnkey","South Dublin","Dodderbrook (Houses), Oldcourt Road, Ballycullen, Dublin 24 (Phase 1)*",8,"Cluid Housing","","","","","","Q1-2018"
2026,"CALF Turnkey","South Dublin","Dodderbrook, Old Court Rd, Ballycullen, Dublin 24 (Phase 1)*",4,"Cluid Housing","","","","","","Q4-2019"
2027,"CALF Turnkey","South Dublin","Dodderbrook, Old Court Rd, Ballycullen, Dublin 24 (Phase 2)*",9,"Cluid Housing","","","","","","Q1-2021"
2028,"CALF Turnkey","South Dublin","Dodderbrook, Oldcourt Road, Ballycllen, Dublin 24 (Phase 1)*",4,"Cluid Housing","","","","","","Q3-2018"
2029,"CALF Turnkey","South Dublin","Edenbrook, Citywest, Dublin 24 (Phase 1)",17,"T�ath Housing Association","","","","","","Q4-2019"
2030,"CALF Turnkey","South Dublin","Elder Heath, Kiltipper Road, Tallaght, Dublin 24  (Phase 1)*",18,"Cluid Housing","","","","","","Q1-2018"
2031,"CALF Turnkey","South Dublin","Elder Heath, Kiltipper Road, Tallaght, Dublin 24  (Phase 2)*",10,"Cluid Housing","","","","","","Q2-2018"
2032,"CALF Construction","South Dublin","Fernwood Green and Maplewood Heights, Tallaght, Dublin  (Phase 1)",40,"Cluid Housing","","","","","Q3-2020",""
2033,"CALF Turnkey","South Dublin","Finnstown, Lucan, Co. Dublin (Phase 1)",70,"Respond","","","","","Q4-2018",""
2034,"CALF Turnkey","South Dublin","Finnstown, Lucan, Co. Dublin (Phase 2)*",24,"Respond","","","","","Q4-2018",""
2035,"CALF Turnkey","South Dublin","Green Lane, Rathcoole, Co. Dublin (Phase 1)*",12,"T�ath Housing Association","","","","","","Q4-2020"
2036,"CALF Turnkey","South Dublin","Green Lane, Rathcoole, Co. Dublin (Phase 2)*",9,"T�ath Housing Association","","","","","","Q4-2020"
2037,"CALF Turnkey","South Dublin","Kingswood, Old Ballymount Road, Tallaght, Dublin 24 (Phase 1)*",24,"Respond","","","","","Q4-2018",""
2038,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 1)*",13,"Cluid Housing","","","","","","Q2-2018"
2039,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 2)",12,"Cluid Housing","","","","","","Q4-2018"
2040,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 1)",25,"Cluid Housing","","","","","","Q1-2017"
2041,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 2)",15,"Cluid Housing","","","","","","Q3-2017"
2042,"CALF Turnkey","South Dublin","Millford Manor, Cloverhill Road, Clondalkin, Dublin 22 (Phase 1)*",2,"Cluid Housing","","","","","","Q4-2018"
2043,"CALF Turnkey","South Dublin","New Bancroft, Tallaght, Dublin 24 (Phase 1)*",16,"Cluid Housing","","","","","","Q3-2017"
2044,"CALF Turnkey","South Dublin","Palmerstown Avenue, Dublin 20 (Phase 1)",7,"Respond","","","","","","Q4-2020"
2045,"CALF Turnkey","South Dublin","Palmerstown Way, Clondalkin, Dublin 22 (Phase 1)*",6,"T�ath Housing Association","","","","","","Q3-2018"
2046,"CALF Turnkey","South Dublin","Phase 2, Aylmer Drive, Aylmer Heath, Newcastle, Co. Dublin (Phase 1)*",17,"Respond","","","","","Q4-2019",""
2047,"CALF Turnkey","South Dublin","Raheen House, Old Nangor Road, Clondalkin, Dublin 22 (Phase 1)",9,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
2048,"CALF Turnkey","South Dublin","Rathmill Meadows and Green, Rathcoole, Co. Dublin (Phase 1)*",11,"Oaklee Housing","","","","","","Q4-2019"
2049,"CALF Turnkey","South Dublin","Sallypark, Clondalkin, Dublin 22 (Phase 1)*",85,"Cluid Housing","","","","","Q4-2020",""
2050,"CALF Turnkey","South Dublin","Scholarstown Road, Rathfarnham, Dublin 16 (Phase 1)*",14,"Circle Voluntary Housing Association Ltd","","","","","Q2-2019",""
2051,"CALF Turnkey","South Dublin","Scholarstown Wood (Apartments), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
2052,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2017"
2053,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 2)*",4,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
2054,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 3)*",1,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
2055,"CALF Turnkey","South Dublin","Shackleton Park, Lucan, Co. Dublin (Phase 1)*",8,"Cluid Housing","","","","","","Q2-2019"
2056,"CALF Turnkey","South Dublin","Somerton, Lucan, Co. Dublin (Phase 1)*",32,"Respond","","","","","","Q4-2019"
2057,"CALF Construction","South Dublin","St. Catherine�s, Knockmore Avenue, Killinarden, Tallaght, Dublin 24 (Phase 1)",2,"Sophia Housing Association Ltd","","","","Q4-2020","",""
2058,"CALF Turnkey","South Dublin","St. Johns, Firhouse, Dublin 24 (Phase 1)*",10,"Respond","","","","","","Q4-2019"
2059,"CALF Turnkey","South Dublin","Station Road, Clondalkin, Co. Dublin (Phase 1)",5,"Respond","","","","","","Q3-2017"
2060,"CALF Turnkey","South Dublin","Stone Masons Court, Fortunestown Lane, Citywest Dublin (Phase 1)*",12,"Cluid Housing","","","","","","Q2-2019"
2061,"CALF Turnkey","South Dublin","Temple Court, Temple Woods, Greenhills Road, Dublin 12 (Phase 1)*",6,"T�ath Housing Association","","","","","","Q4-2018"
2062,"CALF Turnkey","South Dublin","The Mews, Citywest Village, Citywest, Dublin 24 (Phase 1)*",22,"Fold Housing Association Ireland Ltd","","","","","","Q4-2020"
2063,"CALF Turnkey","South Dublin","The Rise, Citywest Village, Citywest, Dublin 24 (Phase 1)*",13,"Fold Housing Association Ireland Ltd","","","","","","Q4-2019"
2064,"CALF Construction","South Dublin","The Weir, Whitestown Way, Tallaght, Dublin 24 (Phase 1)",81,"Cluid Housing","","","","Q1-2021","",""
2065,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 1)*",2,"T�ath Housing Association","","","","","","Q3-2017"
2066,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 2)*",2,"T�ath Housing Association","","","","","","Q4-2018"
2067,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 1)",28,"Cluid Housing","","","","","","Q4-2018"
2068,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 2)",28,"Cluid Housing","","","","","","Q2-2019"
2069,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 3)",28,"Cluid Housing","","","","","","Q4-2019"
2070,"CALF Turnkey","South Dublin","Wilkins Court, Limekiln Lane, Dublin 12 (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
2071,"CALF Turnkey","South Dublin","Wilkins View, Greenhills, Dublin 12 (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
2072,"CALF Turnkey","South Dublin","Willowview, Ballyboden Road, Rathfarnham, Dublin 14 (Phase 1)*",12,"Cluid Housing","","","","","Q4-2019",""
2073,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","South Dublin","Corkage Grange (part of Kilcarbery)",109,"*N/A","","","","","","Q4-2020"
2074,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard",6,"*N/A","","","","","","Q2-2019"
2075,"SHIP CONSTRUCTION TURNKEY","Tipperary","Strylea, Fethard",3,"*N/A","","","","","","Q4-2020"
2076,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane",9,"*N/A","","","","","","Q4-2018"
2077,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles",4,"*N/A","","","","","","Q4-2018"
2078,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane (Phase 2)",4,"*N/A","","","","","","Q2-2019"
2079,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles (Phase 2)",5,"*N/A","","","","","","Q4-2019"
2080,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",20,"*N/A","","","","","Q3-2020",""
2081,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ma Charoin, Manna South, Templemore",13,"*N/A","","","","","Q3-2020",""
2082,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 2)",5,"*N/A","","","","","","Q3-2019"
2083,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 3)",6,"*N/A","","","","","","Q4-2019"
2084,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glencree, Newport",3,"*N/A","","","","","","Q4-2019"
2085,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 4)",4,"*N/A","","","","","","Q4-2019"
2086,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles (Phase 3)",5,"*N/A","","","","","","Q4-2019"
2087,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",21,"*N/A","","","","","Q3-2020",""
2088,"SHIP CONSTRUCTION TURNKEY","Tipperary","Rosanna Close, Tipperary Town",18,"*N/A","","","","","","Q4-2020"
2089,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glenconnor Road, Clonmel",21,"*N/A","","","","","Q4-2020",""
2090,"SHIP CONSTRUCTION TURNKEY","Tipperary","Clogheen Road, Ardfinnan",13,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
2091,"SHIP CONSTRUCTION TURNKEY","Tipperary","Rosanna Close, Tipperary Town",1,"*N/A","","","","","Q3-2020",""
2092,"SHIP CONSTRUCTION TURNKEY","Tipperary","Roscrea",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
2093,"SHIP CONSTRUCTION SINGLE STAGE","Tipperary","Mulkear View, Newport, Tipperary",3,"*N/A","","","","","","Q4-2018"
2094,"SHIP CONSTRUCTION SINGLE STAGE","Tipperary","Grange Road, Ballina",4,"*N/A","","","","","","Q4-2020"
2095,"SHIP CONSTRUCTION","Tipperary","Ard na Greine, Clonmel",2,"*N/A","","","","","Q4-2020",""
2096,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",14,"*N/A","","","","","","Q1-2021"
2097,"SHIP CONSTRUCTION","Tipperary","Mill Road, Thurles",28,"*N/A","","","","","Q2-2020",""
2098,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport",11,"*N/A","","","","","Q4-2020",""
2099,"SHIP CONSTRUCTION","Tipperary","Treacy Park, Carrick on Suir",1,"*N/A","","","","","","Q3-2018"
2100,"SHIP CONSTRUCTION","Tipperary","Templetouhy",10,"*N/A","","","","","Q4-2019",""
2101,"SHIP CONSTRUCTION","Tipperary","Abbey Street, Cahir",10,"*N/A","","","","","Q3-2020",""
2102,"SHIP CONSTRUCTION","Tipperary","Borrisokane",16,"*N/A","","","","","Q3-2020",""
2103,"SHIP CONSTRUCTION","Tipperary","Portroe, Nenagh",14,"*N/A","","","","","Q4-2020",""
2104,"SHIP CONSTRUCTION","Tipperary","Cloughjordan",2,"*N/A","","","","","Q3-2019",""
2105,"SHIP CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",26,"*N/A","","","","","","Q3-2020"
2106,"SHIP CONSTRUCTION","Tipperary","Gortataggart, Thurles",2,"*N/A","","","","","","Q4-2018"
2107,"SHIP CONSTRUCTION","Tipperary","Kilcooly Way, Gortnahoe",5,"*N/A","","","","","","Q3-2020"
2108,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",3,"*N/A","","","","","","Q3-2016"
2109,"SHIP CONSTRUCTION","Tipperary","Mitchel St., Thurles",1,"*N/A","","","","","Q4-2019",""
2110,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2016"
2111,"SHIP CONSTRUCTION","Tipperary","Lower Ballingarry",1,"*N/A","","","","","","Q2-2016"
2112,"SHIP CONSTRUCTION","Tipperary","Poulamaleen, Faugheen",1,"*N/A","","","","","","Q2-2016"
2113,"SHIP CONSTRUCTION","Tipperary","Cormack Drive, Nenagh",12,"*N/A","","","","","Q3-2020",""
2114,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",1,"*N/A","","","","","","Q3-2017"
2115,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2018"
2116,"SHIP CONSTRUCTION","Tipperary","Bansha",14,"*N/A","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
2117,"SHIP CONSTRUCTION","Tipperary","Ned Hayes Drive, Twomileborris, Thurles",22,"*N/A","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
2118,"SHIP CONSTRUCTION","Tipperary","Donohill, ",8,"*N/A","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
2119,"SHIP CONSTRUCTION","Tipperary","Mullinahone",10,"*N/A","","","","","Q1-2021",""
2120,"SHIP CONSTRUCTION","Tipperary","Clerihan",14,"*N/A","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
2121,"SHIP CONSTRUCTION","Tipperary","Ard Alainn, Moyne",9,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
2122,"SHIP CONSTRUCTION","Tipperary","Ardcroney",4,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
2123,"SHIP CONSTRUCTION","Tipperary","Comeragh Drive, Clonmel",2,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2124,"SHIP CONSTRUCTION","Tipperary","Church Street, Templemore",2,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2125,"SHIP CONSTRUCTION","Tipperary","Castle Crescent, Nenagh",9,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2126,"SHIP CONSTRUCTION","Tipperary","Boherclough Street, Cashel",12,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2127,"SHIP CONSTRUCTION","Tipperary","Grove Street. Roscrea",7,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2128,"SHIP CONSTRUCTION","Tipperary","William Street, Clonmel",4,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2129,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",14,"*N/A","","","","","Q4-2019",""
2130,"CAS CONSTRUCTION TURNKEY","Tipperary","Monastery Close, Templemore Road, Thurles",15,"Thurles Lions Trust Housing Assoc.","","","","","","Q2-2019"
2131,"CAS CONSTRUCTION TURNKEY","Tipperary","Drummin Village, Nenagh",8,"Nenagh Voluntary Housing Association","","","","","","Q4-2020"
2132,"CAS CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",9,"Cluid Housing Association","","","","","Q4-2020",""
2133,"CAS CONSTRUCTION","Tipperary","Stanwix House, Kickham Street, Thurles",19,"Thurles Lions Trust Housing Assoc.","","","","","Q1-2021",""
2134,"CAS CONSTRUCTION","Tipperary","Main Street, Templemore",14,"Templemore Voluntary Housing Association","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2135,"CAS CONSTRUCTION","Tipperary","Deerpark Road, Ashwell's Lot",2,"SPADE � St. Patrick�s Dwellings for the Elderly","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
2136,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 1)",41,"Respond","","","","","","Q4-2019"
2137,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 2)",2,"Respond","","","","","","Q4-2019"
2138,"CALF Turnkey","Tipperary","Ashbury, Roscrea, Co Tipperary (Phase 1)",12,"Cluid Housing","","","","","","Q2-2017"
2139,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co Tipperary  (Phase 1)",9,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2018"
2140,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 1)",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
2141,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 2)",7,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2020"
2142,"CALF Turnkey","Tipperary","Mill Street, Carrick on Suir, Co. Tipperary (Phase 1)",22,"T�ath Housing Association","","","","","","Q3-2020"
2143,"CALF Turnkey","Tipperary","The Avenue, Drummin Village, Nenagh, Co. Tipperary (Phase 1)",13,"Focus Housing Association CLG","","","","","","Q4-2020"
2144,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan",8,"*N/A","","","","","","Q3-2018"
2145,"SHIP CONSTRUCTION TURNKEY","Waterford","Gibbethill, Gracedieu",5,"*N/A","","","","","","Q3-2018"
2146,"SHIP CONSTRUCTION TURNKEY","Waterford","Carrickphierish, Gracedieu, Waterford",31,"*N/A","","","","","","Q4-2018"
2147,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",5,"*N/A","","","","","","Q3-2018"
2148,"SHIP CONSTRUCTION TURNKEY","Waterford","Airport Road, Waterford City",33,"*N/A","","","","","","Q4-2018"
2149,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 2",10,"*N/A","","","","","","Q4-2018"
2150,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 3",21,"*N/A","","","","","","Q4-2018"
2151,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",20,"*N/A","","","","","","Q3-2019"
2152,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 2",14,"*N/A","","","","","","Q4-2019"
2153,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 3",6,"*N/A","","","","","","Q2-2020"
2154,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 4",15,"*N/A","","","","","","Q3-2020"
2155,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q3-2019"
2156,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore",17,"*N/A","","","","","Q3-2019",""
2157,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",8,"*N/A","","","","","","Q4-2019"
2158,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q4-2019"
2159,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount Suir, Gracedieu, Carrickphierish",18,"*N/A","","","","","","Q4-2019"
2160,"SHIP CONSTRUCTION TURNKEY","Waterford","19 & 20 Bride View Close, Tallow",2,"*N/A","","","","","","Q3-2020"
2161,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",19,"*N/A","","","","","","Q4-2020"
2162,"SHIP CONSTRUCTION TURNKEY","Waterford","7A and 8A Barnes Lane, The Glen, Waterford",2,"*N/A","","","","","","Q4-2019"
2163,"SHIP CONSTRUCTION TURNKEY","Waterford","4 and 12 Ard Alainn, Sherlock Walk, Gracedieu, Waterford",2,"*N/A","","","","","","Q2-2020"
2164,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",13,"*N/A","","","","","","Q1-2021"
2165,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",33,"*N/A","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
2166,"SHIP CONSTRUCTION SINGLE STAGE","Waterford","Apt 1 and Apt 2 Rivercourt, Grattan Quay, Waterford City",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
2167,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Waterford","Ballygunner, Waterford City",49,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
2168,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Waterford","Ballynaneashagh, Waterford City",22,"*N/A","","Stage 2 approved Q2-2020, full design/tender being prepared.","","","",""
2169,"SHIP CONSTRUCTION","Waterford","An Garran, Crobally Upper, Tramore",50,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
2170,"SHIP CONSTRUCTION","Waterford","Alms Houses, Tallow",4,"*N/A","","","","","","Q4-2018"
2171,"SHIP CONSTRUCTION","Waterford","Ardmore Park/Priory Lawn, Waterford City (also referred to as Saviours Green, Ballybeg)",5,"*N/A","","","","","","Q3-2020"
2172,"SHIP CONSTRUCTION","Waterford","Ballinroad, Dungarvan",21,"*N/A","","","","","","Q2-2020"
2173,"SHIP CONSTRUCTION","Waterford","Barrack Street, Cappoquin",4,"*N/A","","","","","","Q4-2017"
2174,"SHIP CONSTRUCTION","Waterford","Coolfin Woods, Portlaw",12,"*N/A","","","","","","Q2-2019"
2175,"SHIP CONSTRUCTION","Waterford","Larchville, Waterford City",5,"*N/A","","","","","Q1-2020",""
2176,"SHIP CONSTRUCTION","Waterford","Patrick Street, Tramore",2,"*N/A","","","","","","Q3-2018"
2177,"SHIP CONSTRUCTION","Waterford","Doyle Street, Waterford City",4,"*N/A","","","","","Q2-2020",""
2178,"SHIP CONSTRUCTION","Waterford","Old Cinema Site, Dungarvan",15,"*N/A","","","","","","Q4-2016"
2179,"SHIP CONSTRUCTION","Waterford","The Glen, Bridge St, Waterford",17,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
2180,"SHIP CONSTRUCTION","Waterford","Clarendon Court, Penrose Lane, Waterford",24,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
2181,"SHIP CONSTRUCTION","Waterford","Summerland Square, Waterford",12,"*N/A","","","","","Q1-2021",""
2182,"SHIP CONSTRUCTION","Waterford","Bath St, Waterford City",4,"*N/A","","","","","","Q4-2019"
2183,"SHIP CONSTRUCTION","Waterford","Graigueshoneen, Kilmacthomas, Co Waterford",16,"*N/A","","","","","Q4-2020",""
2184,"SHIP CONSTRUCTION","Waterford","Mount Esker, Ballytruckle Road, Waterford City",14,"*N/A","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
2185,"SHIP CONSTRUCTION","Waterford","Newgate Street, Waterford City",36,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
2186,"CAS CONSTRUCTION","Waterford","Convent Hill, Tramore",10,"Society of Saint Vincent de Paul","","","","","","Q1-2017"
2187,"CAS CONSTRUCTION","Waterford","Powersfield, Hennessys Road, Waterford",3,"Focus Ireland","","Stage 2 approved Q2-2016, full design/tender being prepared.","","","",""
2188,"CAS CONSTRUCTION","Waterford","Wadding Manor, Ferrybank",10,"Respond","","","","","Q4-2019",""
2189,"CAS CONSTRUCTION","Waterford","The Paddocks, Williamstown Rd. Waterford ",9,"Anvers Housing Association Ltd","","","","","","Q4-2020"
2190,"CALF Turnkey","Waterford","Kilbarry, Waterford (Phase 1)",69,"Respond","","","","","","Q3-2020"
2191,"CALF Construction","Waterford","St Johns College, Waterford (Phase 1)",36,"Respond","","","","","","Q1-2016"
2192,"CALF Turnkey","Waterford","The Walk, Fairfield Park, Kilcohan, Waterford (Phase 1)",40,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
2193,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Waterford","Slievekeale, Waterford City",58,"*N/A","","","","","Q4-2019",""
